LocationDesc,Class,Data_Value,Age(years),GeoLocation,LocationID
Georgia,Obesity / Weight Status,39.4,45 - 54,"(32.83968109300048, -83.62758034599966)",13
Georgia,Obesity / Weight Status,37.1,55 - 64,"(32.83968109300048, -83.62758034599966)",13
Georgia,Obesity / Weight Status,36.4,65 or older,"(32.83968109300048, -83.62758034599966)",13
Hawaii,Obesity / Weight Status,34,18 - 24,"(21.304850435000446, -157.85774940299973)",15
Hawaii,Obesity / Weight Status,31.8,25 - 34,"(21.304850435000446, -157.85774940299973)",15
Hawaii,Obesity / Weight Status,33.7,35 - 44,"(21.304850435000446, -157.85774940299973)",15
Hawaii,Obesity / Weight Status,34.1,45 - 54,"(21.304850435000446, -157.85774940299973)",15
Hawaii,Obesity / Weight Status,33.7,55 - 64,"(21.304850435000446, -157.85774940299973)",15
Hawaii,Obesity / Weight Status,35.3,65 or older,"(21.304850435000446, -157.85774940299973)",15
Idaho,Obesity / Weight Status,27.2,18 - 24,"(43.682630005000476, -114.3637300419997)",16
Idaho,Obesity / Weight Status,37.7,25 - 34,"(43.682630005000476, -114.3637300419997)",16
Idaho,Obesity / Weight Status,39.9,35 - 44,"(43.682630005000476, -114.3637300419997)",16
Idaho,Obesity / Weight Status,36.1,45 - 54,"(43.682630005000476, -114.3637300419997)",16
Idaho,Obesity / Weight Status,38.4,55 - 64,"(43.682630005000476, -114.3637300419997)",16
Idaho,Obesity / Weight Status,40.6,65 or older,"(43.682630005000476, -114.3637300419997)",16
Illinois,Obesity / Weight Status,26,18 - 24,"(40.48501028300046, -88.99771017799969)",17
Illinois,Obesity / Weight Status,30.4,25 - 34,"(40.48501028300046, -88.99771017799969)",17
Illinois,Obesity / Weight Status,30.7,35 - 44,"(40.48501028300046, -88.99771017799969)",17
Illinois,Obesity / Weight Status,35.2,45 - 54,"(40.48501028300046, -88.99771017799969)",17
Illinois,Obesity / Weight Status,38.8,55 - 64,"(40.48501028300046, -88.99771017799969)",17
Illinois,Obesity / Weight Status,37,65 or older,"(40.48501028300046, -88.99771017799969)",17
Indiana,Obesity / Weight Status,25.1,18 - 24,"(39.766910452000445, -86.14996019399968)",18
Indiana,Obesity / Weight Status,33.4,25 - 34,"(39.766910452000445, -86.14996019399968)",18
Indiana,Obesity / Weight Status,36.3,35 - 44,"(39.766910452000445, -86.14996019399968)",18
Indiana,Obesity / Weight Status,33.5,45 - 54,"(39.766910452000445, -86.14996019399968)",18
Indiana,Obesity / Weight Status,37.6,55 - 64,"(39.766910452000445, -86.14996019399968)",18
Indiana,Obesity / Weight Status,39.7,65 or older,"(39.766910452000445, -86.14996019399968)",18
Iowa,Obesity / Weight Status,26.4,18 - 24,"(42.46940091300047, -93.81649055599968)",19
Iowa,Obesity / Weight Status,35.8,25 - 34,"(42.46940091300047, -93.81649055599968)",19
Iowa,Obesity / Weight Status,38,35 - 44,"(42.46940091300047, -93.81649055599968)",19
Iowa,Obesity / Weight Status,39.5,45 - 54,"(42.46940091300047, -93.81649055599968)",19
Iowa,Obesity / Weight Status,38.1,55 - 64,"(42.46940091300047, -93.81649055599968)",19
Iowa,Obesity / Weight Status,40.1,65 or older,"(42.46940091300047, -93.81649055599968)",19
Kansas,Obesity / Weight Status,28.5,18 - 24,"(38.34774030000045, -98.20078122699965)",20
Kansas,Obesity / Weight Status,35.3,25 - 34,"(38.34774030000045, -98.20078122699965)",20
Kansas,Obesity / Weight Status,34.5,35 - 44,"(38.34774030000045, -98.20078122699965)",20
Kansas,Obesity / Weight Status,38.5,45 - 54,"(38.34774030000045, -98.20078122699965)",20
Kansas,Obesity / Weight Status,35.4,55 - 64,"(38.34774030000045, -98.20078122699965)",20
Kansas,Obesity / Weight Status,39.5,65 or older,"(38.34774030000045, -98.20078122699965)",20
Kentucky,Obesity / Weight Status,30.8,18 - 24,"(37.645970271000465, -84.77497104799966)",21
Kentucky,Obesity / Weight Status,32.1,25 - 34,"(37.645970271000465, -84.77497104799966)",21
Kentucky,Obesity / Weight Status,31.2,35 - 44,"(37.645970271000465, -84.77497104799966)",21
Kentucky,Obesity / Weight Status,37,45 - 54,"(37.645970271000465, -84.77497104799966)",21
Kentucky,Obesity / Weight Status,34,55 - 64,"(37.645970271000465, -84.77497104799966)",21
Kentucky,Obesity / Weight Status,41.6,65 or older,"(37.645970271000465, -84.77497104799966)",21
Louisiana,Obesity / Weight Status,25.3,18 - 24,"(31.31266064400046, -92.44568007099969)",22
Louisiana,Obesity / Weight Status,38.2,25 - 34,"(31.31266064400046, -92.44568007099969)",22
Louisiana,Obesity / Weight Status,30,35 - 44,"(31.31266064400046, -92.44568007099969)",22
Louisiana,Obesity / Weight Status,34.4,45 - 54,"(31.31266064400046, -92.44568007099969)",22
Louisiana,Obesity / Weight Status,36.9,55 - 64,"(31.31266064400046, -92.44568007099969)",22
Louisiana,Obesity / Weight Status,34.8,65 or older,"(31.31266064400046, -92.44568007099969)",22
Maine,Obesity / Weight Status,28.2,18 - 24,"(45.254228894000505, -68.98503133599962)",23
Maine,Obesity / Weight Status,34.2,25 - 34,"(45.254228894000505, -68.98503133599962)",23
Maine,Obesity / Weight Status,36.7,35 - 44,"(45.254228894000505, -68.98503133599962)",23
Maine,Obesity / Weight Status,35.1,45 - 54,"(45.254228894000505, -68.98503133599962)",23
Maine,Obesity / Weight Status,37.1,55 - 64,"(45.254228894000505, -68.98503133599962)",23
Maine,Obesity / Weight Status,36.9,65 or older,"(45.254228894000505, -68.98503133599962)",23
Maryland,Obesity / Weight Status,38.6,55 - 64,"(39.29058096400047, -76.60926011099963)",24
Maryland,Obesity / Weight Status,22,18 - 24,"(39.29058096400047, -76.60926011099963)",24
Maryland,Obesity / Weight Status,31.9,25 - 34,"(39.29058096400047, -76.60926011099963)",24
Maryland,Obesity / Weight Status,34.6,35 - 44,"(39.29058096400047, -76.60926011099963)",24
Maryland,Obesity / Weight Status,36.4,45 - 54,"(39.29058096400047, -76.60926011099963)",24
Maryland,Obesity / Weight Status,40,65 or older,"(39.29058096400047, -76.60926011099963)",24
Massachusetts,Obesity / Weight Status,26.1,18 - 24,"(42.27687047000046, -72.08269067499964)",25
Massachusetts,Obesity / Weight Status,30.2,25 - 34,"(42.27687047000046, -72.08269067499964)",25
Massachusetts,Obesity / Weight Status,39.9,35 - 44,"(42.27687047000046, -72.08269067499964)",25
Massachusetts,Obesity / Weight Status,40.3,45 - 54,"(42.27687047000046, -72.08269067499964)",25
Massachusetts,Obesity / Weight Status,40.3,55 - 64,"(42.27687047000046, -72.08269067499964)",25
Massachusetts,Obesity / Weight Status,39.9,65 or older,"(42.27687047000046, -72.08269067499964)",25
Michigan,Obesity / Weight Status,26.2,18 - 24,"(44.6613195430005, -84.71439026999968)",26
Michigan,Obesity / Weight Status,30.3,25 - 34,"(44.6613195430005, -84.71439026999968)",26
Michigan,Obesity / Weight Status,33.8,35 - 44,"(44.6613195430005, -84.71439026999968)",26
Michigan,Obesity / Weight Status,38.6,45 - 54,"(44.6613195430005, -84.71439026999968)",26
Michigan,Obesity / Weight Status,39.1,55 - 64,"(44.6613195430005, -84.71439026999968)",26
Michigan,Obesity / Weight Status,38.2,65 or older,"(44.6613195430005, -84.71439026999968)",26
Minnesota,Obesity / Weight Status,25.4,18 - 24,"(46.35564873600049, -94.79420050299967)",27
Minnesota,Obesity / Weight Status,35.4,25 - 34,"(46.35564873600049, -94.79420050299967)",27
Minnesota,Obesity / Weight Status,38.8,35 - 44,"(46.35564873600049, -94.79420050299967)",27
Minnesota,Obesity / Weight Status,37.9,45 - 54,"(46.35564873600049, -94.79420050299967)",27
Minnesota,Obesity / Weight Status,39.5,55 - 64,"(46.35564873600049, -94.79420050299967)",27
Minnesota,Obesity / Weight Status,40.8,65 or older,"(46.35564873600049, -94.79420050299967)",27
Mississippi,Obesity / Weight Status,29.9,18 - 24,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,36,25 - 34,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,29.2,35 - 44,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,35.2,45 - 54,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,35.7,55 - 64,"(32.745510099000455, -89.53803082499968)",28
Mississippi,Obesity / Weight Status,36.7,65 or older,"(32.745510099000455, -89.53803082499968)",28
Missouri,Obesity / Weight Status,33.7,18 - 24,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,34.4,25 - 34,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,35,35 - 44,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,37.6,45 - 54,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,34.4,55 - 64,"(38.635790776000476, -92.56630005299968)",29
Missouri,Obesity / Weight Status,37.5,65 or older,"(38.635790776000476, -92.56630005299968)",29
Montana,Obesity / Weight Status,29,18 - 24,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,32.4,25 - 34,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,37.9,35 - 44,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,39.9,45 - 54,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,37.8,55 - 64,"(47.06652897200047, -109.42442064499971)",30
Montana,Obesity / Weight Status,42.5,65 or older,"(47.06652897200047, -109.42442064499971)",30
Nebraska,Obesity / Weight Status,28.9,18 - 24,"(41.6410409880005, -99.36572062299967)",31
Nebraska,Obesity / Weight Status,34.9,25 - 34,"(41.6410409880005, -99.36572062299967)",31
Nebraska,Obesity / Weight Status,38.1,35 - 44,"(41.6410409880005, -99.36572062299967)",31
Nebraska,Obesity / Weight Status,35.9,45 - 54,"(41.6410409880005, -99.36572062299967)",31
Nebraska,Obesity / Weight Status,39,55 - 64,"(41.6410409880005, -99.36572062299967)",31
Nebraska,Obesity / Weight Status,40.3,65 or older,"(41.6410409880005, -99.36572062299967)",31
Nevada,Obesity / Weight Status,24.7,18 - 24,"(39.493240390000494, -117.07184056399967)",32
Nevada,Obesity / Weight Status,37,25 - 34,"(39.493240390000494, -117.07184056399967)",32
Nevada,Obesity / Weight Status,39.2,35 - 44,"(39.493240390000494, -117.07184056399967)",32
Nevada,Obesity / Weight Status,41.3,45 - 54,"(39.493240390000494, -117.07184056399967)",32
Nevada,Obesity / Weight Status,34.9,55 - 64,"(39.493240390000494, -117.07184056399967)",32
Nevada,Obesity / Weight Status,37.8,65 or older,"(39.493240390000494, -117.07184056399967)",32
New Hampshire,Obesity / Weight Status,26.4,18 - 24,"(43.65595011300047, -71.50036091999965)",33
New Hampshire,Obesity / Weight Status,29.6,25 - 34,"(43.65595011300047, -71.50036091999965)",33
New Hampshire,Obesity / Weight Status,39.3,35 - 44,"(43.65595011300047, -71.50036091999965)",33
New Hampshire,Obesity / Weight Status,38.7,45 - 54,"(43.65595011300047, -71.50036091999965)",33
New Hampshire,Obesity / Weight Status,40.9,55 - 64,"(43.65595011300047, -71.50036091999965)",33
New Hampshire,Obesity / Weight Status,41.3,65 or older,"(43.65595011300047, -71.50036091999965)",33
New Jersey,Obesity / Weight Status,26.2,18 - 24,"(40.13057004800049, -74.27369128799967)",34
New Jersey,Obesity / Weight Status,33.1,25 - 34,"(40.13057004800049, -74.27369128799967)",34
New Jersey,Obesity / Weight Status,38,35 - 44,"(40.13057004800049, -74.27369128799967)",34
New Jersey,Obesity / Weight Status,41.1,45 - 54,"(40.13057004800049, -74.27369128799967)",34
New Jersey,Obesity / Weight Status,37.7,55 - 64,"(40.13057004800049, -74.27369128799967)",34
New Jersey,Obesity / Weight Status,38.6,65 or older,"(40.13057004800049, -74.27369128799967)",34
New Mexico,Obesity / Weight Status,23.7,18 - 24,"(34.52088095200048, -106.24058098499967)",35
New Mexico,Obesity / Weight Status,36.1,25 - 34,"(34.52088095200048, -106.24058098499967)",35
New Mexico,Obesity / Weight Status,38.3,35 - 44,"(34.52088095200048, -106.24058098499967)",35
New Mexico,Obesity / Weight Status,39.7,45 - 54,"(34.52088095200048, -106.24058098499967)",35
New Mexico,Obesity / Weight Status,40.9,55 - 64,"(34.52088095200048, -106.24058098499967)",35
New Mexico,Obesity / Weight Status,38,65 or older,"(34.52088095200048, -106.24058098499967)",35
New York,Obesity / Weight Status,24,18 - 24,"(42.82700103200045, -75.54397042699964)",36
New York,Obesity / Weight Status,30.5,25 - 34,"(42.82700103200045, -75.54397042699964)",36
New York,Obesity / Weight Status,37.7,35 - 44,"(42.82700103200045, -75.54397042699964)",36
New York,Obesity / Weight Status,39.4,45 - 54,"(42.82700103200045, -75.54397042699964)",36
New York,Obesity / Weight Status,38,55 - 64,"(42.82700103200045, -75.54397042699964)",36
New York,Obesity / Weight Status,38.8,65 or older,"(42.82700103200045, -75.54397042699964)",36
North Carolina,Obesity / Weight Status,26,18 - 24,"(35.466220975000454, -79.15925046299964)",37
North Carolina,Obesity / Weight Status,36.1,25 - 34,"(35.466220975000454, -79.15925046299964)",37
North Carolina,Obesity / Weight Status,34.3,35 - 44,"(35.466220975000454, -79.15925046299964)",37
North Carolina,Obesity / Weight Status,34.6,45 - 54,"(35.466220975000454, -79.15925046299964)",37
North Carolina,Obesity / Weight Status,36.5,55 - 64,"(35.466220975000454, -79.15925046299964)",37
North Carolina,Obesity / Weight Status,39.2,65 or older,"(35.466220975000454, -79.15925046299964)",37
North Dakota,Obesity / Weight Status,24.5,18 - 24,"(47.47531977900047, -100.11842104899966)",38
North Dakota,Obesity / Weight Status,36.6,25 - 34,"(47.47531977900047, -100.11842104899966)",38
North Dakota,Obesity / Weight Status,37.1,35 - 44,"(47.47531977900047, -100.11842104899966)",38
North Dakota,Obesity / Weight Status,35.1,45 - 54,"(47.47531977900047, -100.11842104899966)",38
North Dakota,Obesity / Weight Status,40.1,55 - 64,"(47.47531977900047, -100.11842104899966)",38
North Dakota,Obesity / Weight Status,41.6,65 or older,"(47.47531977900047, -100.11842104899966)",38
Ohio,Obesity / Weight Status,26.9,18 - 24,"(40.06021014100048, -82.40426005599966)",39
Ohio,Obesity / Weight Status,34.5,25 - 34,"(40.06021014100048, -82.40426005599966)",39
Ohio,Obesity / Weight Status,34.8,35 - 44,"(40.06021014100048, -82.40426005599966)",39
Ohio,Obesity / Weight Status,35.7,45 - 54,"(40.06021014100048, -82.40426005599966)",39
Ohio,Obesity / Weight Status,35.1,55 - 64,"(40.06021014100048, -82.40426005599966)",39
Ohio,Obesity / Weight Status,38.5,65 or older,"(40.06021014100048, -82.40426005599966)",39
Oklahoma,Obesity / Weight Status,28.5,18 - 24,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,36.6,25 - 34,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,35.5,35 - 44,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,36.5,45 - 54,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,37,55 - 64,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,39.3,65 or older,"(35.47203135600046, -97.52107021399968)",40
Oregon,Obesity / Weight Status,19,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,33.4,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,34.1,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,35.5,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,36.6,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,38.3,65 or older,"(44.56744942400047, -120.15503132599969)",41
Pennsylvania,Obesity / Weight Status,27.1,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,31.7,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,33.8,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,36.6,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,36.6,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,40.5,65 or older,"(40.79373015200048, -77.86070029399963)",42
Rhode Island,Obesity / Weight Status,26,18 - 24,"(41.70828019300046, -71.52247031399963)",44
Rhode Island,Obesity / Weight Status,34.1,25 - 34,"(41.70828019300046, -71.52247031399963)",44
Rhode Island,Obesity / Weight Status,38.6,35 - 44,"(41.70828019300046, -71.52247031399963)",44
Rhode Island,Obesity / Weight Status,39.3,45 - 54,"(41.70828019300046, -71.52247031399963)",44
Rhode Island,Obesity / Weight Status,37.4,55 - 64,"(41.70828019300046, -71.52247031399963)",44
Rhode Island,Obesity / Weight Status,43.4,65 or older,"(41.70828019300046, -71.52247031399963)",44
South Carolina,Obesity / Weight Status,28.3,18 - 24,"(33.998821303000454, -81.04537120699968)",45
South Carolina,Obesity / Weight Status,31.7,25 - 34,"(33.998821303000454, -81.04537120699968)",45
South Carolina,Obesity / Weight Status,34.5,35 - 44,"(33.998821303000454, -81.04537120699968)",45
South Carolina,Obesity / Weight Status,34.8,45 - 54,"(33.998821303000454, -81.04537120699968)",45
South Carolina,Obesity / Weight Status,38.1,55 - 64,"(33.998821303000454, -81.04537120699968)",45
South Carolina,Obesity / Weight Status,39.9,65 or older,"(33.998821303000454, -81.04537120699968)",45
South Dakota,Obesity / Weight Status,27.5,18 - 24,"(44.353130053000484, -100.3735306369997)",46
South Dakota,Obesity / Weight Status,37,25 - 34,"(44.353130053000484, -100.3735306369997)",46
South Dakota,Obesity / Weight Status,33.9,35 - 44,"(44.353130053000484, -100.3735306369997)",46
South Dakota,Obesity / Weight Status,39.4,45 - 54,"(44.353130053000484, -100.3735306369997)",46
South Dakota,Obesity / Weight Status,40.1,55 - 64,"(44.353130053000484, -100.3735306369997)",46
South Dakota,Obesity / Weight Status,42.3,65 or older,"(44.353130053000484, -100.3735306369997)",46
Tennessee,Obesity / Weight Status,26.3,18 - 24,"(35.68094058000048, -85.77449091399967)",47
Tennessee,Obesity / Weight Status,32.2,25 - 34,"(35.68094058000048, -85.77449091399967)",47
Tennessee,Obesity / Weight Status,30.9,35 - 44,"(35.68094058000048, -85.77449091399967)",47
Tennessee,Obesity / Weight Status,37.6,45 - 54,"(35.68094058000048, -85.77449091399967)",47
Tennessee,Obesity / Weight Status,33.3,55 - 64,"(35.68094058000048, -85.77449091399967)",47
Tennessee,Obesity / Weight Status,38.8,65 or older,"(35.68094058000048, -85.77449091399967)",47
Texas,Obesity / Weight Status,25.2,18 - 24,"(31.827240407000488, -99.42677020599967)",48
Texas,Obesity / Weight Status,35.4,25 - 34,"(31.827240407000488, -99.42677020599967)",48
Texas,Obesity / Weight Status,36.1,35 - 44,"(31.827240407000488, -99.42677020599967)",48
Texas,Obesity / Weight Status,35,45 - 54,"(31.827240407000488, -99.42677020599967)",48
Texas,Obesity / Weight Status,36.7,55 - 64,"(31.827240407000488, -99.42677020599967)",48
Texas,Obesity / Weight Status,38.4,65 or older,"(31.827240407000488, -99.42677020599967)",48
Utah,Obesity / Weight Status,28.5,18 - 24,"(39.360700171000474, -111.58713063499971)",49
Utah,Obesity / Weight Status,34,25 - 34,"(39.360700171000474, -111.58713063499971)",49
Utah,Obesity / Weight Status,35.1,35 - 44,"(39.360700171000474, -111.58713063499971)",49
Utah,Obesity / Weight Status,36.3,45 - 54,"(39.360700171000474, -111.58713063499971)",49
Utah,Obesity / Weight Status,37.8,55 - 64,"(39.360700171000474, -111.58713063499971)",49
Utah,Obesity / Weight Status,39.3,65 or older,"(39.360700171000474, -111.58713063499971)",49
Vermont,Obesity / Weight Status,25.3,18 - 24,"(43.62538123900049, -72.51764079099962)",50
Vermont,Obesity / Weight Status,32.4,25 - 34,"(43.62538123900049, -72.51764079099962)",50
Vermont,Obesity / Weight Status,34.2,35 - 44,"(43.62538123900049, -72.51764079099962)",50
Vermont,Obesity / Weight Status,34.2,45 - 54,"(43.62538123900049, -72.51764079099962)",50
Vermont,Obesity / Weight Status,37.5,55 - 64,"(43.62538123900049, -72.51764079099962)",50
Vermont,Obesity / Weight Status,40,65 or older,"(43.62538123900049, -72.51764079099962)",50
Virginia,Obesity / Weight Status,25.8,18 - 24,"(37.54268067400045, -78.45789046299967)",51
Virginia,Obesity / Weight Status,33.7,25 - 34,"(37.54268067400045, -78.45789046299967)",51
Virginia,Obesity / Weight Status,40.1,35 - 44,"(37.54268067400045, -78.45789046299967)",51
Virginia,Obesity / Weight Status,35.6,45 - 54,"(37.54268067400045, -78.45789046299967)",51
Virginia,Obesity / Weight Status,40.1,55 - 64,"(37.54268067400045, -78.45789046299967)",51
Virginia,Obesity / Weight Status,40.4,65 or older,"(37.54268067400045, -78.45789046299967)",51
Washington,Obesity / Weight Status,24.8,18 - 24,"(47.52227862900048, -120.47001078999972)",53
Washington,Obesity / Weight Status,33,25 - 34,"(47.52227862900048, -120.47001078999972)",53
Washington,Obesity / Weight Status,35.4,35 - 44,"(47.52227862900048, -120.47001078999972)",53
Washington,Obesity / Weight Status,36.1,45 - 54,"(47.52227862900048, -120.47001078999972)",53
Washington,Obesity / Weight Status,37.8,55 - 64,"(47.52227862900048, -120.47001078999972)",53
Washington,Obesity / Weight Status,38.7,65 or older,"(47.52227862900048, -120.47001078999972)",53
West Virginia,Obesity / Weight Status,25,18 - 24,"(38.66551020200046, -80.71264013499967)",54
West Virginia,Obesity / Weight Status,31.7,25 - 34,"(38.66551020200046, -80.71264013499967)",54
West Virginia,Obesity / Weight Status,32,35 - 44,"(38.66551020200046, -80.71264013499967)",54
West Virginia,Obesity / Weight Status,31.9,45 - 54,"(38.66551020200046, -80.71264013499967)",54
West Virginia,Obesity / Weight Status,34,55 - 64,"(38.66551020200046, -80.71264013499967)",54
West Virginia,Obesity / Weight Status,39.6,65 or older,"(38.66551020200046, -80.71264013499967)",54
Wisconsin,Obesity / Weight Status,26.5,18 - 24,"(44.39319117400049, -89.81637074199966)",55
Wisconsin,Obesity / Weight Status,35.5,25 - 34,"(44.39319117400049, -89.81637074199966)",55
Wisconsin,Obesity / Weight Status,34.7,35 - 44,"(44.39319117400049, -89.81637074199966)",55
Wisconsin,Obesity / Weight Status,38.2,45 - 54,"(44.39319117400049, -89.81637074199966)",55
Wisconsin,Obesity / Weight Status,37.1,55 - 64,"(44.39319117400049, -89.81637074199966)",55
Wisconsin,Obesity / Weight Status,38.1,65 or older,"(44.39319117400049, -89.81637074199966)",55
Wyoming,Obesity / Weight Status,30,18 - 24,"(43.23554134300048, -108.10983035299967)",56
Wyoming,Obesity / Weight Status,35.5,25 - 34,"(43.23554134300048, -108.10983035299967)",56
Wyoming,Obesity / Weight Status,31.3,35 - 44,"(43.23554134300048, -108.10983035299967)",56
Wyoming,Obesity / Weight Status,39.5,45 - 54,"(43.23554134300048, -108.10983035299967)",56
Wyoming,Obesity / Weight Status,41.1,55 - 64,"(43.23554134300048, -108.10983035299967)",56
Wyoming,Obesity / Weight Status,39.7,65 or older,"(43.23554134300048, -108.10983035299967)",56
Guam,Obesity / Weight Status,21.7,18 - 24,"(13.444304, 144.793731)",66
Guam,Obesity / Weight Status,41.9,25 - 34,"(13.444304, 144.793731)",66
Guam,Obesity / Weight Status,39.3,35 - 44,"(13.444304, 144.793731)",66
Guam,Obesity / Weight Status,41.7,45 - 54,"(13.444304, 144.793731)",66
Guam,Obesity / Weight Status,33.2,55 - 64,"(13.444304, 144.793731)",66
Guam,Obesity / Weight Status,34.5,65 or older,"(13.444304, 144.793731)",66
Puerto Rico,Obesity / Weight Status,21.5,18 - 24,"(18.220833, -66.590149)",72
Puerto Rico,Obesity / Weight Status,29.2,25 - 34,"(18.220833, -66.590149)",72
Puerto Rico,Obesity / Weight Status,39.1,35 - 44,"(18.220833, -66.590149)",72
Puerto Rico,Obesity / Weight Status,39,45 - 54,"(18.220833, -66.590149)",72
Puerto Rico,Obesity / Weight Status,41.6,55 - 64,"(18.220833, -66.590149)",72
Puerto Rico,Obesity / Weight Status,40.2,65 or older,"(18.220833, -66.590149)",72
Virgin Islands,Obesity / Weight Status,25.8,18 - 24,"(18.335765, -64.896335)",78
Virgin Islands,Obesity / Weight Status,31.1,25 - 34,"(18.335765, -64.896335)",78
Virgin Islands,Obesity / Weight Status,24.2,35 - 44,"(18.335765, -64.896335)",78
Virgin Islands,Obesity / Weight Status,31,45 - 54,"(18.335765, -64.896335)",78
Virgin Islands,Obesity / Weight Status,37.3,55 - 64,"(18.335765, -64.896335)",78
Virgin Islands,Obesity / Weight Status,43.2,65 or older,"(18.335765, -64.896335)",78
National,Obesity / Weight Status,17.3,18 - 24,,59
National,Obesity / Weight Status,27.2,25 - 34,,59
National,Obesity / Weight Status,33.1,35 - 44,,59
National,Obesity / Weight Status,35.1,45 - 54,,59
National,Obesity / Weight Status,34.2,55 - 64,,59
National,Obesity / Weight Status,28,65 or older,,59
Alabama,Obesity / Weight Status,22.6,18 - 24,"(32.84057112200048, -86.63186076199969)",1
Alabama,Obesity / Weight Status,33.5,25 - 34,"(32.84057112200048, -86.63186076199969)",1
Alabama,Obesity / Weight Status,43,35 - 44,"(32.84057112200048, -86.63186076199969)",1
Alabama,Obesity / Weight Status,43.5,45 - 54,"(32.84057112200048, -86.63186076199969)",1
Alabama,Obesity / Weight Status,40.7,55 - 64,"(32.84057112200048, -86.63186076199969)",1
Alabama,Obesity / Weight Status,29.6,65 or older,"(32.84057112200048, -86.63186076199969)",1
Alaska,Obesity / Weight Status,15.1,18 - 24,"(64.84507995700051, -147.72205903599973)",2
Alaska,Obesity / Weight Status,31.2,25 - 34,"(64.84507995700051, -147.72205903599973)",2
Alaska,Obesity / Weight Status,40.3,35 - 44,"(64.84507995700051, -147.72205903599973)",2
Alaska,Obesity / Weight Status,35,45 - 54,"(64.84507995700051, -147.72205903599973)",2
Alaska,Obesity / Weight Status,30,55 - 64,"(64.84507995700051, -147.72205903599973)",2
Alaska,Obesity / Weight Status,35.3,65 or older,"(64.84507995700051, -147.72205903599973)",2
Arizona,Obesity / Weight Status,14.4,18 - 24,"(34.865970280000454, -111.76381127699972)",4
Arizona,Obesity / Weight Status,28.5,25 - 34,"(34.865970280000454, -111.76381127699972)",4
Arizona,Obesity / Weight Status,34.5,35 - 44,"(34.865970280000454, -111.76381127699972)",4
Arizona,Obesity / Weight Status,36.4,45 - 54,"(34.865970280000454, -111.76381127699972)",4
Arizona,Obesity / Weight Status,33.8,55 - 64,"(34.865970280000454, -111.76381127699972)",4
Arizona,Obesity / Weight Status,25.9,65 or older,"(34.865970280000454, -111.76381127699972)",4
Arkansas,Obesity / Weight Status,28.6,18 - 24,"(34.74865012400045, -92.27449074299966)",5
Arkansas,Obesity / Weight Status,33.4,25 - 34,"(34.74865012400045, -92.27449074299966)",5
Arkansas,Obesity / Weight Status,43.8,35 - 44,"(34.74865012400045, -92.27449074299966)",5
Arkansas,Obesity / Weight Status,42.7,45 - 54,"(34.74865012400045, -92.27449074299966)",5
Arkansas,Obesity / Weight Status,39.6,55 - 64,"(34.74865012400045, -92.27449074299966)",5
Arkansas,Obesity / Weight Status,27.6,65 or older,"(34.74865012400045, -92.27449074299966)",5
California,Obesity / Weight Status,14.5,18 - 24,"(37.63864012300047, -120.99999953799971)",6
California,Obesity / Weight Status,23.2,25 - 34,"(37.63864012300047, -120.99999953799971)",6
California,Obesity / Weight Status,27.8,35 - 44,"(37.63864012300047, -120.99999953799971)",6
California,Obesity / Weight Status,30.2,45 - 54,"(37.63864012300047, -120.99999953799971)",6
